occurrence_id,original_identifier,original_reference_number,original_location,section,container,original_context,identity_title,identity_authors,identity_year,identity_doi,bibtex_key,entry_origin,old_bib_key,entry_sources,match_evidence,status,current_number,target_tex,target_line,compiler_resolved,pending_issue,evidence_urls,access_date,word_source,old_bib_path,word_reference_text
C044,[4],4,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Audio-Visual Generalized Zero-Shot Learning using Pre-Trained Large Multi-Modal Models,"Kurzend\""{o}rfer, David and Mercea, Otniel-Bogdan and Koepke, A. Sophia and Akata, Zeynep",2024,10.1109/CVPRW63382.2024.00269,kurzendorfer2024clipclap,"old bib, verified against primary metadata",2,ref-04-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,4,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1109%2FCVPRW63382.2024.00269,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"KURZENDÖRFER D, MERCEA O B, KOEPKE A S, et al. Audio-visual generalized zero-shot learning using pre-trained large multi-modal models In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW). 2024: 2627-2638."
C045,[7],7,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Audio-Visual Generalized Zero-Shot Learning the Easy Way,"Mo, Shentong and Morgado, Pedro",2024,10.1007/978-3-031-73209-6_22,mo2024easy,"old bib, verified against primary metadata",12,ref-07-crossref.json; springer-year-evidence.md,"Exact DOI metadata: title, authors and publication identity inspected.; Official Springer page read via web; first-online 2024 versus Cite-as 2025.",identity_verified_year_convention_pending,7,source/sections/04-experiments.tex,43,True,YEAR-CONVENTION-07: Word and Crossref use 2024; Springer first-online date is 2024-11-01 but its Cite-as block uses 2025. Keep 2024 pending author confirmation.,https://api.crossref.org/works/10.1007%2F978-3-031-73209-6_22; https://link.springer.com/chapter/10.1007/978-3-031-73209-6_22,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MO S, MORGADO P. Audio-visual generalized zero-shot learning the easy way In: Proceedings of the European Conference on Computer Vision (ECCV). 2024: 377-395. DOI: 10.1007/978-3-031-73209-6_22."
C046,[29],29,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Multi-modal spiking tensor regression network for audio-visual zero-shot learning,"Yang, Zhe and Li, Wenrui and Hou, Jinxiu and Cheng, Guanghui",2025,10.1016/j.neucom.2025.129636,yang2025mstr,"old bib, verified against primary metadata",14,ref-29-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,28,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1016%2Fj.neucom.2025.129636,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"YANG Z, LI W, HOU J, et al. Multi-modal spiking tensor regression network for audio-visual zero-shot learning. Neurocomputing, 2025, 629: 129636. DOI: 10.1016/j.neucom.2025.129636."
C047,[30],30,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Multi-Timescale Motion-Decoupled Spiking Transformer for Audio-Visual Zero-Shot Learning,"Li, Wenrui and Wang, Penghong and Wang, Xingtao and Zuo, Wangmeng and Fan, Xiaopeng and Tian, Yonghong",2025,10.1109/TCSVT.2025.3574499,li2025mdst,"old bib, verified against primary metadata",44,ref-30-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,29,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1109%2FTCSVT.2025.3574499,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"LI W, WANG P, WANG X, et al. Multi-timescale motion-decoupled spiking transformer for audio-visual zero-shot learning. IEEE Transactions on Circuits and Systems for Video Technology, 2025. DOI: 10.1109/TCSVT.2025.3574499."
C048,[31],31,word/document.xml / body-121,4.1.4 Baselines,paragraph,"We compare our model with five conventional ZSL methods and 14 audio-visual GZSL methods. The conventional methods are DeViSE [21], ALE [22], SJE [23], APN [24], and f-VAEGAN-D2 [25], all of which take audio and visual features as input in this setting. The audio-visual GZSL methods include CJME [1], AVGZSLNet [2], AVCA [3], TCaF [5], Hyper-multiple [26], KDA [6], STFT [28], ClipClap-GZSL [4], EZ-AVGZL [7], MSTR [29], MDST++ [30], SACMA [31], and SGPAN. These approaches investigate audio-visual zero-shot recognition through joint embeddings, cross-modal interaction, temporal modeling, class hierarchies, and enhanced textual semantics.",Self-attention and cross-modal attention for audio-visual zero-shot learning,"Yang, Jing and Li, Xiaoyong and Wu, Yuankai and Chen, Yuling and Ruan, Xiaoli and Li, Chengjiang and Hou, Qing",2026,10.1016/j.inffus.2025.103966,yang2026sacma,"old bib, verified against primary metadata",45,ref-31-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,30,source/sections/04-experiments.tex,43,True,,https://api.crossref.org/works/10.1016%2Fj.inffus.2025.103966,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"YANG J, LI X, WU Y, et al. Self-attention and cross-modal attention for audio-visual zero-shot learning. Information Fusion, 2026, 129: 103966. DOI: 10.1016/j.inffus.2025.103966."
C049,[21],21,word/document.xml / T02R03C01,4.2 Quantitative Results,table-cell,DeViSE [21],DeViSE: A Deep Visual-Semantic Embedding Model,"Frome, Andrea and Corrado, Greg S and Shlens, Jon and Bengio, Samy and Dean, Jeff and Ranzato, Marc'Aurelio and Mikolov, Tomas",2013,,frome2013devise,"old bib, verified against primary metadata",38,ref-21-neurips.bib,"Exact title, authors, year and proceedings entry.",identity_verified,21,source/tables/table-02-main-results.tex,46,True,,https://papers.nips.cc/paper_files/paper/2013/file/7cce53cf90577442771720a370c3c723-Bibtex.bib,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"FROME A, CORRADO G S, SHLENS J, et al. DeViSE: a deep visual-semantic embedding model In: Advances in Neural Information Processing Systems (NeurIPS). 2013: 2121-2129."
C050,[22],22,word/document.xml / T02R04C01,4.2 Quantitative Results,table-cell,ALE [22],Label-Embedding for Image Classification,"Akata, Zeynep and Perronnin, Florent and Harchaoui, Zaid and Schmid, Cordelia",2016,10.1109/TPAMI.2015.2487986,akata2016ale,"old bib, verified against primary metadata",39,ref-22-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,22,source/tables/table-02-main-results.tex,72,True,,https://api.crossref.org/works/10.1109%2FTPAMI.2015.2487986,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"AKATA Z, PERRONNIN F, HARCHAOUI Z, et al. Label-embedding for image classification. IEEE Transactions on Pattern Analysis and Machine Intelligence, 2016, 38(7): 1425-1438."
C051,[23],23,word/document.xml / T02R05C01,4.2 Quantitative Results,table-cell,SJE [23],Evaluation of output embeddings for fine-grained image classification,"Akata, Zeynep and Reed, Scott and Walter, Daniel and Lee, Honglak and Schiele, Bernt",2015,10.1109/CVPR.2015.7298911,akata2015sje,"old bib, verified against primary metadata",40,ref-23-crossref.json; ref-23-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Honglak Lee name order independently confirmed.",identity_verified,23,source/tables/table-02-main-results.tex,98,True,,https://api.crossref.org/works/10.1109%2FCVPR.2015.7298911; https://openaccess.thecvf.com/content_cvpr_2015/html/Akata_Evaluation_of_Output_2015_CVPR_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"AKATA Z, REED S, WALTER D, et al. Evaluation of output embeddings for fine-grained image classification In: Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR). 2015: 2927-2936."
C052,[25],25,word/document.xml / T02R06C01,4.2 Quantitative Results,table-cell,f-VAEGAN-D2 [25],F-VAEGAN-D2: A Feature Generating Framework for Any-Shot Learning,"Xian, Yongqin and Sharma, Saurabh and Schiele, Bernt and Akata, Zeynep",2019,10.1109/CVPR.2019.01052,xian2019fvaegan,"old bib, verified against primary metadata",42,ref-25-crossref.json; ref-25-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,25,source/tables/table-02-main-results.tex,124,True,,https://api.crossref.org/works/10.1109%2FCVPR.2019.01052; https://openaccess.thecvf.com/content_CVPR_2019/html/Xian_F-VAEGAN-D2_A_Feature_Generating_Framework_for_Any-Shot_Learning_CVPR_2019_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"XIAN Y, SHARMA S, SCHIELE B, et al. f-VAEGAN-D2: a feature generating framework for any-shot learning In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR). 2019: 10275-10284."
C053,[24],24,word/document.xml / T02R07C01,4.2 Quantitative Results,table-cell,APN [24],Attribute Prototype Network for Zero-Shot Learning,"Xu, Wenjia and Xian, Yongqin and Wang, Jiuniu and Schiele, Bernt and Akata, Zeynep",2020,,xu2020apn,Word plus primary metadata,,ref-24-neurips.bib,"Exact title, authors, year and proceedings entry.",identity_verified,24,source/tables/table-02-main-results.tex,150,True,,https://proceedings.neurips.cc/paper_files/paper/2020/file/fa2431bf9d65058fe34e9713e32d60e6-Bibtex.bib,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"XU W, XIAN Y, WANG J, et al. Attribute prototype network for zero-shot learning In: Advances in Neural Information Processing Systems (NeurIPS). 2020: 21969-21980."
C054,[1],1,word/document.xml / T02R08C01,4.2 Quantitative Results,table-cell,CJME [1],Coordinated Joint Multimodal Embeddings for Generalized Audio-Visual Zero-shot Classification and Retrieval of Videos,"Parida, Kranti Kumar and Matiyali, Neeraj and Guha, Tanaya and Sharma, Gaurav",2020,10.1109/WACV45572.2020.9093438,parida2020cjme,"old bib, verified against primary metadata",3,ref-01-crossref.json; ref-01-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,1,source/tables/table-02-main-results.tex,176,True,,https://api.crossref.org/works/10.1109%2FWACV45572.2020.9093438; https://openaccess.thecvf.com/content_WACV_2020/html/Parida_Coordinated_Joint_Multimodal_Embeddings_for_Generalized_Audio-Visual_Zero-shot_Classification_and_WACV_2020_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"PARIDA K K, MATIYALI N, GUHA T, et al. Coordinated joint multimodal embeddings for generalized audio-visual zero-shot classification and retrieval of videos In: Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision (WACV). 2020: 3251-3260."
C055,[2],2,word/document.xml / T02R09C01,4.2 Quantitative Results,table-cell,AVGZSLNet [2],AVGZSLNet: Audio-Visual Generalized Zero-Shot Learning by Reconstructing Label Features From Multi-Modal Embeddings,"Mazumder, Pratik and Singh, Pravendra and Parida, Kranti Kumar and Namboodiri, Vinay P.",2021,10.1109/WACV48630.2021.00313,mazumder2021avgzslnet,"old bib, verified against primary metadata",4,ref-02-crossref.json; ref-02-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,2,source/tables/table-02-main-results.tex,202,True,,https://api.crossref.org/works/10.1109%2FWACV48630.2021.00313; https://openaccess.thecvf.com/content/WACV2021/html/Mazumder_AVGZSLNet_Audio-Visual_Generalized_Zero-Shot_Learning_by_Reconstructing_Label_Features_From_WACV_2021_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MAZUMDER P, SINGH P, PARIDA K K, et al. AVGZSLNet: audio-visual generalized zero-shot learning by reconstructing label features from multi-modal embeddings In: Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision (WACV). 2021: 3090-3099."
C056,[3],3,word/document.xml / T02R10C01,4.2 Quantitative Results,table-cell,AVCA [3],Audio-Visual Generalised Zero-Shot Learning With Cross-Modal Attention and Language,"Mercea, Otniel-Bogdan and Riesch, Lukas and Koepke, A. Sophia and Akata, Zeynep",2022,10.1109/CVPR52688.2022.01030,mercea2022avca,"old bib, verified against primary metadata",1,ref-03-crossref.json; ref-03-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,3,source/tables/table-02-main-results.tex,228,True,,https://api.crossref.org/works/10.1109%2FCVPR52688.2022.01030; https://openaccess.thecvf.com/content/CVPR2022/html/Mercea_Audio-Visual_Generalised_Zero-Shot_Learning_With_Cross-Modal_Attention_and_Language_CVPR_2022_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MERCEA O B, RIESCH L, KOEPKE A S, et al. Audio-visual generalised zero-shot learning with cross-modal attention and language In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR). 2022: 10553-10563."
C057,[5],5,word/document.xml / T02R11C01,4.2 Quantitative Results,table-cell,TCaF [5],Temporal and Cross-modal Attention for Audio-Visual Zero-Shot Learning,"Mercea, Otniel-Bogdan and Hummel, Thomas and Koepke, A. Sophia and Akata, Zeynep",2022,10.1007/978-3-031-20044-1_28,mercea2022tcaf,"old bib, verified against primary metadata",5,ref-05-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,5,source/tables/table-02-main-results.tex,254,True,,https://api.crossref.org/works/10.1007%2F978-3-031-20044-1_28,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MERCEA O B, HUMMEL T, KOEPKE A S, et al. Temporal and cross-modal attention for audio-visual zero-shot learning In: Proceedings of the European Conference on Computer Vision (ECCV). 2022: 488-505."
C058,[26],26,word/document.xml / T02R13C01,4.2 Quantitative Results,table-cell,Hyper-multiple [26],Hyperbolic Audio-visual Zero-shot Learning,"Hong, Jie and Hayder, Zeeshan and Han, Junlin and Fang, Pengfei and Harandi, Mehrtash and Petersson, Lars",2023,10.1109/ICCV51070.2023.00724,hong2023hyperbolic,"old bib, verified against primary metadata",7,ref-26-crossref.json; ref-26-cvf.html,"Exact DOI metadata: title, authors and publication identity inspected.; Same title/authors/year; Word pagination independently confirmed.",identity_verified,26,source/tables/table-02-main-results.tex,306,True,,https://api.crossref.org/works/10.1109%2FICCV51070.2023.00724; https://openaccess.thecvf.com/content/ICCV2023/html/Hong_Hyperbolic_Audio-visual_Zero-shot_Learning_ICCV_2023_paper.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"HONG J, HAYDER Z, HAN J, et al. Hyperbolic audio-visual zero-shot learning In: Proceedings of the IEEE/CVF International Conference on Computer Vision (ICCV). 2023: 7873-7883."
C059,[6],6,word/document.xml / T02R14C01,4.2 Quantitative Results,table-cell,KDA [6],Boosting Audio-visual Zero-shot Learning with Large Language Models,"Chen, Haoxing and Li, Yaohui and Hong, Yan and Huang, Zizheng and Xu, Zhuoer and Gu, Zhangxuan and Lan, Jun and Zhu, Huijia and Wang, Weiqiang",2023,10.48550/arXiv.2311.12268,chen2023kda,"old bib, verified against primary metadata",9,ref-06-arxiv.html,"Full authors, original date, v2 date and arXiv identity.",identity_verified,6,source/tables/table-02-main-results.tex,332,True,,https://arxiv.org/abs/2311.12268v2,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"CHEN H, LI Y, HONG Y, et al. Boosting audio-visual zero-shot learning with large language models. arXiv:2311.12268, 2023 (v2, 2024). DOI: 10.48550/arXiv.2311.12268."
C060,[28],28,word/document.xml / T02R15C01,4.2 Quantitative Results,table-cell,STFT [28],Spiking Tucker Fusion Transformer for Audio-Visual Zero-Shot Learning,"Li, Wenrui and Wang, Penghong and Xiong, Ruiqin and Fan, Xiaopeng",2024,10.1109/TIP.2024.3430080,li2024stft,"old bib, verified against primary metadata",43,ref-28-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,27,source/tables/table-02-main-results.tex,358,True,,https://api.crossref.org/works/10.1109%2FTIP.2024.3430080,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"LI W, WANG P, XIONG R, et al. Spiking Tucker fusion transformer for audio-visual zero-shot learning. IEEE Transactions on Image Processing, 2024. DOI: 10.1109/TIP.2024.3430080."
C061,[4],4,word/document.xml / T02R16C01,4.2 Quantitative Results,table-cell,ClipClap-GZSL [4],Audio-Visual Generalized Zero-Shot Learning using Pre-Trained Large Multi-Modal Models,"Kurzend\""{o}rfer, David and Mercea, Otniel-Bogdan and Koepke, A. Sophia and Akata, Zeynep",2024,10.1109/CVPRW63382.2024.00269,kurzendorfer2024clipclap,"old bib, verified against primary metadata",2,ref-04-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,4,source/tables/table-02-main-results.tex,384,True,,https://api.crossref.org/works/10.1109%2FCVPRW63382.2024.00269,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"KURZENDÖRFER D, MERCEA O B, KOEPKE A S, et al. Audio-visual generalized zero-shot learning using pre-trained large multi-modal models In: Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW). 2024: 2627-2638."
C062,[7],7,word/document.xml / T02R17C01,4.2 Quantitative Results,table-cell,EZ-AVGZL [7],Audio-Visual Generalized Zero-Shot Learning the Easy Way,"Mo, Shentong and Morgado, Pedro",2024,10.1007/978-3-031-73209-6_22,mo2024easy,"old bib, verified against primary metadata",12,ref-07-crossref.json; springer-year-evidence.md,"Exact DOI metadata: title, authors and publication identity inspected.; Official Springer page read via web; first-online 2024 versus Cite-as 2025.",identity_verified_year_convention_pending,7,source/tables/table-02-main-results.tex,410,True,YEAR-CONVENTION-07: Word and Crossref use 2024; Springer first-online date is 2024-11-01 but its Cite-as block uses 2025. Keep 2024 pending author confirmation.,https://api.crossref.org/works/10.1007%2F978-3-031-73209-6_22; https://link.springer.com/chapter/10.1007/978-3-031-73209-6_22,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"MO S, MORGADO P. Audio-visual generalized zero-shot learning the easy way In: Proceedings of the European Conference on Computer Vision (ECCV). 2024: 377-395. DOI: 10.1007/978-3-031-73209-6_22."
C063,[29],29,word/document.xml / T02R18C01,4.2 Quantitative Results,table-cell,MSTR [29],Multi-modal spiking tensor regression network for audio-visual zero-shot learning,"Yang, Zhe and Li, Wenrui and Hou, Jinxiu and Cheng, Guanghui",2025,10.1016/j.neucom.2025.129636,yang2025mstr,"old bib, verified against primary metadata",14,ref-29-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,28,source/tables/table-02-main-results.tex,436,True,,https://api.crossref.org/works/10.1016%2Fj.neucom.2025.129636,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"YANG Z, LI W, HOU J, et al. Multi-modal spiking tensor regression network for audio-visual zero-shot learning. Neurocomputing, 2025, 629: 129636. DOI: 10.1016/j.neucom.2025.129636."
C064,[30],30,word/document.xml / T02R19C01,4.2 Quantitative Results,table-cell,MDST++ [30],Multi-Timescale Motion-Decoupled Spiking Transformer for Audio-Visual Zero-Shot Learning,"Li, Wenrui and Wang, Penghong and Wang, Xingtao and Zuo, Wangmeng and Fan, Xiaopeng and Tian, Yonghong",2025,10.1109/TCSVT.2025.3574499,li2025mdst,"old bib, verified against primary metadata",44,ref-30-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,29,source/tables/table-02-main-results.tex,462,True,,https://api.crossref.org/works/10.1109%2FTCSVT.2025.3574499,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"LI W, WANG P, WANG X, et al. Multi-timescale motion-decoupled spiking transformer for audio-visual zero-shot learning. IEEE Transactions on Circuits and Systems for Video Technology, 2025. DOI: 10.1109/TCSVT.2025.3574499."
C065,[31],31,word/document.xml / T02R20C01,4.2 Quantitative Results,table-cell,SACMA [31],Self-attention and cross-modal attention for audio-visual zero-shot learning,"Yang, Jing and Li, Xiaoyong and Wu, Yuankai and Chen, Yuling and Ruan, Xiaoli and Li, Chengjiang and Hou, Qing",2026,10.1016/j.inffus.2025.103966,yang2026sacma,"old bib, verified against primary metadata",45,ref-31-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,30,source/tables/table-02-main-results.tex,488,True,,https://api.crossref.org/works/10.1016%2Fj.inffus.2025.103966,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,C:\Users\admin\Documents\GitHub\WH\论文方案\KA_GZSL_TMM\sec\references.bib,"YANG J, LI X, WU Y, et al. Self-attention and cross-modal attention for audio-visual zero-shot learning. Information Fusion, 2026, 129: 103966. DOI: 10.1016/j.inffus.2025.103966."
C066,[32],32,word/document.xml / T02R21C01,4.2 Quantitative Results,table-cell,SGPAN [32],Semantic-Guided Pseudo-Feature Attention Network for Audio-Visual Zero-Shot Learning,"Ma, Siteng and Li, Wenrui and Tang, Haocheng and Chai, Yeyu and Chu, Jisheng and Wang, Xingtao",2026,10.1109/icassp55912.2026.11463644,ma2026sgpan,Word plus primary metadata,,ref-32-crossref.json,"Exact DOI metadata: title, authors and publication identity inspected.",identity_verified,31,source/tables/table-02-main-results.tex,514,True,,https://api.crossref.org/works/10.1109%2FICASSP55912.2026.11463644,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"Ma S, Li W, Tang H, et al. Semantic-Guided Pseudo-Feature Attention Network for Audio-Visual Zero-Shot Learning In: ICASSP 2026-2026 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP). IEEE, 2026: 12497-12501."
C067,[27],27,word/document.xml / body-165,4.4 t-SNE Visualization,paragraph,"We use t-SNE [27] to analyze the audio input features, visual input features, and class-conditioned output embeddings. Class-based coloring distinguishes seen and unseen samples, allowing comparison of intra-class compactness, inter-class separation, and the relative positions of samples and class embeddings. For the output embeddings, we examine distributions conditioned on the ground-truth and predicted classes separately to distinguish class-conditioned representation structure from actual prediction behavior.",Visualizing Data using t-SNE,"van der Maaten, Laurens and Hinton, Geoffrey",2008,,maaten2008tsne,Word plus primary metadata,,ref-27-jmlr.html,"Original 2008 t-SNE paper; not old key 46, a different 2019 paper.",identity_verified,32,source/sections/04-experiments.tex,130,True,,https://jmlr.org/papers/v9/vandermaaten08a.html,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,"VAN DER MAATEN L, HINTON G. Visualizing data using t-SNE. Journal of Machine Learning Research, 2008, 9: 2579-2605."
MISSING-AVFS,AVFS (no citation marker in Word),,word/document.xml / T02R12C01,4.2 Quantitative Results,table-cell,AVFS,,,,,,,,,,pending_missing_citation,,source/tables/table-02-main-results.tex,279,not applicable,"REF-AVFS-01: no reference supplied; old key 6 is only a candidate, not inserted.",,2026-09-23,C:\Users\admin\Documents\GitHub\WH\论文方案\SGTG_English_Translation.docx,,
